numero;sigle;libelle;groupe_disciplinaire;toutes_les_disciplines;discipline_principale;localisation;liste_tous_etablissements;laboratoires_rattaches;annee_de_creation;annee_accreditation;duree_accreditation;code_etablissement_support;etablissement_support;code_etablissements_coaccredites;etablissements_coaccredites;codes_etablissements_associes;etablissements_associes;liste_codes_tous_etablissements;disciplines_secondaires;identifiants_des_laboratoires;civilite_du_directeur;prenom_du_directeur;nom_du_directeur;telephone;mail;site_web;adresse_postale;code_postal;code_commune;libelle_commune;code_unite_urbaine;libelle_unite_urbaine;code_departement;libelle_departement;code_academie;libelle_academie;code_region;libelle_region;ville;coordonnees_geographiques;url_structures_de_recherche_actives;code_region_avant2016;libelle_region_avant2016
60;TTSD;Territoires, temps, sociétés et développement;Pluridisciplinaire Sciences humaines et sociales - Sciences du vivant;"Sciences de la société;Sciences humaines et humanités;Sciences agronomiques et écologiques";Sciences de la société;Languedoc-Roussillon>Montpellier>Hérault>Montpellier;"Université Montpellier 3 - Paul-Valéry;Université Montpellier;École nat. sup. d’architecture de Montpellier;Centre international d'études supérieures en sciences agronomiques";"EA 4424;EA 4556;EA 4557;EA 4584;EA 4614;UMR 5140;UMR 5175;UMR 5281;UMR_D 220";1991;2015;5.0;0341089Z;Université Montpellier 3 - Paul-Valéry;0342321N;Université Montpellier;"0340132J;0342222F";"École nat. sup. d’architecture de Montpellier;Centre international d'études supérieures en sciences agronomiques";"0341089Z;0342321N;0340132J;0342222F";"Sciences humaines et humanités;Sciences agronomiques et écologiques";"200919215B;201119401V;201119405Z;201119367H;201119383A;200711821Y;200311847U;201119396P;201119398S";;;;04 11 75 70 30;etudes.doctorales@univ-montp3.fr;http://recherche.univ-montp3.fr/ecoles-doctorales/ttsd-territoirestemps-societes-et-developpement/;Université Paul-Valéry - Montpellier III - Site Saint Charles Service des Etudes et Ecoles Doctorales/ DRED;34080;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Languedoc-Roussillon - Midi-Pyrénées;MONTPELLIER CEDEX 05;43.6159978, 3.8717765;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=60;R91;Languedoc-Roussillon
62;;Sciences de la vie et de la santé;Sciences du vivant;Biologie, médecine,santé;Biologie, médecine,santé;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille - Aix-en-Provence>Marseille  9e  Arrondissement;Aix-Marseille Université;"EA 3279;EA 4264;EA 4674;UM 105;UM 110;UM 2;UM 61;UM 63;UMR 7255;UMR 7256;UMR 7257;UMR 7259;UMR 7260;UMR 7265;UMR 7268;UMR 7281;UMR 7282;UMR 7283;UMR 7286;UMR 7288;UMR 7289;UMR 7290;UMR 7291;UMR 7313;UMR 7339;UMR 7353;UMR_A 1163;UMR_D 190;UMR_MD 1;UMR_MD 2;UMR_MD 3;UMR_S 1006;UMR_S 1062;UMR_S 1072;UMR_S 1076;UMR_S 1090;UMR_S 1097;UMR_S 1106;UMR_S 901;UMR_S 906;UMR_S 910;UMR_S 911;UMR_S 912;UMR_T 24";1992;2012;6.0;0134009M;Aix-Marseille Université;;;;;0134009M;;"200014577Z;200815501U;201220344R;201220152G;201220349W;200017461J;200817464C;200817431S;201220358F;201220435P;201220260Z;201220266F;200212213W;200412244W;201220350X;201220269J;199417662D;201220357E;200812274L;201220316K;201220346T;201220328Y;200212218B;201220334E;201220246J;201220271L;200417421Y;200817677J;200617429Y;200817434V;200817410U;201019277P;197417835D;201220156L;201220160R;200816549H;201220176H;201220181N;200819256A;199415720T;200816536U;200816537V;200817366W;200017663D";Monsieur;Philippe;NAQUET;04 91 82 92 36;edsvs-direction@univ-amu.fr;http://www.adum.fr/as/ed/actu.pl?site=svs;Aix- Marseille Université Faculté des Sciences de Luminy Case 901 163, avenue de Luminy;13288;13209;Marseille  9e  Arrondissement;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;MARSEILLE CEDEX 09;43.2314739, 5.4396339;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=62;R93;Provence-Alpes-Côte d'Azur
65;;Sciences de la Vie, Santé, Agronomie, Environnement;Sciences du vivant;"Biologie, médecine,santé;Sciences agronomiques et écologiques";Biologie, médecine,santé;Auvergne>Clermont-Ferrand>Puy-de-Dôme>Clermont-Ferrand>Aubière;"Université Blaise Pascal Celrmont-Ferrand 2;Université d'Auvergne;VetAgro Sup - Lyon";"EA 3533;EA 3843;EA 3847;EA 4645;EA 4676;EA 4677;EA 4678;EA 4679;EA 4681;UMR 6023;UMR 6284;UMR 6293;UMR 6296;UMR_A 1019;UMR_A 1095;UMR_A 547;UMR_S 1071;UMR_S 1107;UMR_S 990";1992;2012;5.0;0631525R;Université Blaise Pascal Celrmont-Ferrand 2;0631262E;Université d'Auvergne;0690193K;VetAgro Sup - Lyon;"0631525R;0631262E;0690193K";Sciences agronomiques et écologiques;"200114808W;200415103D;200415107H;201220069S;201220317L;201220318M;201220235X;201220321R;201220319N;200012122F;201220298R;200820390H;201220211W;200017593C;200017467R;200017466P;201220155K;201220182P;201019273K";Monsieur;Jean-Marc;LOBACCARO;04 73 40 76 09;j-marc.lobaccaro@univ-bpclermont.fr,aurelie.brisard@univ-bpclermont.fr;http://edsvs.univ-bpclermont.fr;Ecole Doctorale des Sciences de la Vie, Santé, Agronomie, Environnement Campus des Cézeaux 7 avenue Blaise Pascal CS60026;63178;63014;Aubière;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R84;Auvergne - Rhône-Alpes;AUBIERE CEDEX;45.761666, 3.109135;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=65;R83;Auvergne
78;;École doctorale Stanislas;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy;Université de Lorraine;"EA 1105;EA 1132;EA 2310;EA 2338;EA 3465;EA 3476;EA 3478;EA 3944;EA 3945;EA 4360;EA 4372;EA 4432;FRE 3568;UMR 7117;UMR 7118;UMR 7503";1992;2013;5.0;0542493S;Université de Lorraine;;;;;0542493S;;"201320867E;199213354E;199713862K;199713889P;200114741Y;200114752K;200114754M;200515202G;200515203H;200918432A;200918465L;200919245J;201320560W;200112504S;200112505T;198912571S";Madame;Dominique;MACAIRE;03 72 74 04 64;ed-lts-contact@univ-lorraine.fr,dominique.macaire@univ-lorraine.fr;http://stanislas.univ-lorraine.fr/;Ecole Doctorale Stanislas Université de Lorraine 3ème étage MSH 91 avenue de la Libération BP 454;54001;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;NANCY CEDEX;48.694224, 6.1650357;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=78;R41;Lorraine
101;;Droit, Science politique et Histoire;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Alsace>Strasbourg>Bas-Rhin>Strasbourg (partie française)>Strasbourg;"Université de Strasbourg;Université de Haute-Alsace";"EA 1351;EA 2364;EA 3397;EA 3399;EA 3992;EA 3994;EA 4374;EA 4375;EA 7307";1992;2013;5.0;0673021V;Université de Strasbourg;;;0681166Y;Université de Haute-Alsace;"0673021V;0681166Y";;"199213428K;199713911N;200114674A;200114676C;199715851X;200515250J;200918563T;200918561R;200515250J";Madame;Jeanne-Marie;TUFFERY-ANDRIEU;03 68 85 16 85;coly@unistra.fr;http://ed.droit.unistra.fr;Collège doctoral européen  Université de Strasbourg, 46 Boulevard de la Victoire;67000;67482;Strasbourg;UU67701;Strasbourg (partie française);D067;Bas-Rhin;A15;Strasbourg;R44;Alsace - Champagne-Ardenne - Lorraine;STRASBOURG CEDEX;48.5812148, 7.7684076;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=101;R42;Alsace
112;;Archéologie;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  6e  Arrondissement;Université Paris 1 - Panthéon Sorbonne;"EA 4100;UMR 7041;UMR 8096;UMR 8167;UMR 8546;UMR 8589";1992;2014;5.0;0751717J;Université Paris 1 - Panthéon Sorbonne;;;;;0751717J;;"200614215E;199912442H;200012755U;200612819M;199812874G;199812917D";;;;01 53 73 70 95;seced112@univ-paris1.fr, dired112@univ-paris1.fr;http://www.univ-paris1.fr/ecoles-doctorales/ed-archeologie/;bureau 327, 3 rue Michelet;75006;75106;Paris  6e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8424433, 2.3359046;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=112;R11;Île-de-France
120;;Littérature française et comparée;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  5e  Arrondissement;COMUE Université Sorbonne Paris Cité;"EA 172;EA 173;EA 174;EA 3423;EA 4400";1992;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;;;;;0755598C;;"199213036J;199213037K;199213038L;200114699C;200918453Y";;;;01 40 46 28 85;ed120@univ-paris3.fr;http://www.univ-paris3.fr/ed120;Université Sorbonne Nouvelle Paris 3, 17 rue de la Sorbonne;75230;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 5;48.8488341, 2.3430945;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=120;R11;Île-de-France
151;;Biologie Santé Biotechnologies;Sciences du vivant;"Biologie, médecine,santé;Sciences agronomiques et écologiques";Biologie, médecine,santé;Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse;"Université de Toulouse 3 - Paul Sabatier;École nationale vétérinaire de Toulouse";"EA 3034;EA 3694;UMR 5068;UMR 5088;UMR 5089;UMR 5096;UMR 5099;UMR 5100;UMR 5169;UMR 5288;UMR 5546;UMR 5547;UMR 5549;UMR_D 152;UPR 8241";1993;2011;5.0;0311384L;Université de Toulouse 3 - Paul Sabatier;;;0310153Y;École nationale vétérinaire de Toulouse;"0311384L;0310153Y";Sciences agronomiques et écologiques;"199914349F;200314966J;199911759R;199911774G;199911775H;199511782H;199911785U;199911662K;200311842N;201119472X;199511988G;199311989S;199311991U;200317398C;197417418A";Monsieur;Philippe;VALET;05 62 25 00 61;ed-bsb.adm@univ-toulouse.fr;https://www.adum.fr/as/ed/page.pl?site=edbsb&page=presentation;Maison de la Recherche et de la valorisation Bât.A - porte 005, 118 route de Narbonne;31062;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;TOULOUSE CEDEX 9;43.5628814, 1.4661701;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=151;R73;Midi-Pyrénées
434;;Géographie de Paris;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  5e  Arrondissement;"Université Paris-Sorbonne;Université Paris 1 - Panthéon Sorbonne;Université Paris Diderot;COMUE Université Sorbonne Paris Cité";"EA 134;EA 7337;UMR 7533;UMR 8185;UMR 8504;UMR 8586;UMR 8591";2000;2014;5.0;0751720M;Université Paris-Sorbonne;"0751717J;0751723R;0755598C";"Université Paris 1 - Panthéon Sorbonne;Université Paris Diderot;COMUE Université Sorbonne Paris Cité";;;"0751720M;0751717J;0751723R;0755598C";;"199213020S;201420809M;199712591D;200612832B;199812840V;199812914A;199812919F";Monsieur;Olivier;SEVIN;01 44 32 14 80;olivier.sevin@paris-sorbonne.fr,candice.zaninetti@paris-sorbonne.fr;http://ed-geographie-paris.univ-paris1.fr/;Institut de géographie Ecole Doctorale de géographie,  191 rue Saint-Jacques;75005;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8447412, 2.3425141;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=434;R11;Île-de-France
446;;Biologie - Santé;Sciences du vivant;"Biologie, médecine,santé;Chimie";Biologie, médecine,santé;Nord-Pas-de-Calais>Lille>Nord>Lille (partie française)>Lille;"Université Lille 2 - Droit et Santé;Université Lille 1 - Sciences technologies;Université du Littoral Côte d'Opale;Université d'Artois";"EA 1046;EA 1059;EA 2465;EA 2686;EA 2694;EA 3610;EA 4110;EA 4479;EA 4481;EA 4483;EA 4485;EA 4489;EA 4490;EA 4550;UMR 8090;UMR 8161;UMR 8516;UMR 8576;UMR_S 1008;UMR_S 1011;UMR_S 1019;UMR_S 703;UMR_S 744;UMR_S 800;UMR_S 837;UMR_S 859;UMR_S 908";2000;2015;5.0;0593560Z;Université Lille 2 - Droit et Santé;"0593559Y;0595964M;0623957P";"Université Lille 1 - Sciences technologies;Université du Littoral Côte d'Opale;Université d'Artois";;;"0593560Z;0593559Y;0595964M;0623957P";Chimie;"199213318R;199213324X;199813996B;199814191N;199814198W;200214884Z;200615354T;201019038E;201019073T;201019074U;200616430M;201019105C;201019071R;201119484K;200212749D;200612814G;199812845A;199812904P;201019107E;201019064H;201019101Y;200616385N;200616418Z;199213310G;200716489X;201019111J;201019013C";;;;03 20 62 34 27;edbiosante@edbsl.net;http://edbsl.univ-lille2.fr;ED Biologie-Sante de Lille Faculte de Medecine  Pole Recherche, 1 place Verdun;59045;59350;Lille;UU59702;Lille (partie française);D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;LILLE CEDEX;50.6129459, 3.0368879;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=446;R31;Nord-Pas-de-Calais
480;;Montaigne - Humanités;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences humaines et humanités;Sciences humaines et humanités;Aquitaine>Bordeaux>Gironde>Bordeaux>Pessac;"Université Bordeaux 3 Michel de Montaigne;Université de Bordeaux";"EA 2958;EA 3656;EA 4193;EA 4195;EA 4196;EA 4426;EA 4574;EA 4592;EA 4593;EA 538;UMR 5060;UMR 5263;UMR 5295;UMR 5478;UMR 5607";2007;2014;2.0;0331766R;Université Bordeaux 3 Michel de Montaigne;0333298F;Université de Bordeaux;;;"0331766R;0333298F";;"199914278D;200314930V;200715433Z;200715435B;200715436C;200919217D;201119424V;201119423U;201119466R;199113144F;199911751G;200711926M;201119386D;199911943R;199512037K";Monsieur;Sandro;LANDI;05 57 12 10 93;direction-ed@u-bordeaux-montaigne.fr;http://www.u-bordeaux-montaigne.fr/fr/ecole-doctorale/ecole-doctorale-unique.html;Direction de la Recherche Bureau D005 Université Bordeaux Montaigne Domaine Universitaire;33607;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;PESSAC CEDEX;44.794689, -0.618363;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=480;R72;Aquitaine
508;EDNC;Normande de Chimie;Sciences exactes;"Chimie;Biologie, médecine,santé";Chimie;Basse-Normandie>Caen>Calvados>Caen;COMUE Normandie Universités;"EA 3221;EA 3233;EA 4258;EA 4651;UMR 6014;UMR 6270;UMR 6301;UMR 6507";2008;2015;2.0;0142382N;COMUE Normandie Universités;;;;;0142382N;Biologie, médecine,santé;"200014519L;200014531Z;200815495M;201220066N;200012115Y;201019047P;201220081E;199612302U";Monsieur;Jacques;ROUDEN;02 31 56 74 07;jacques.rouden@ensicaen.fr,ednc@unicaen.fr;http://ed508-nc.normandie-univ.fr/;Université de CAEN Campus II côte de Nacre UFR des Sciences Bât Sciences 3, 6 bd Maréchal Juin;14050;14118;Caen;UU14601;Caen;D014;Calvados;A05;Caen;R28;Normandie;CAEN;49.2094771, -0.3727835;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=508;R25;Basse-Normandie
512;InfoMaths;Informatique et Mathématiques;Sciences exactes;"Sciences et technologies de l'information et de la communication;Mathématiques et leurs interactions";Sciences et technologies de l'information et de la communication;Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;"Université Claude Bernard - Lyon 1;École centrale de Lyon;Institut national des sciences appliquées de Lyon (INSA);Université Lumière - Lyon 2;Université Jean Moulin - Lyon 3;École normale supérieure de Lyon";"EA 3083;EA 3720;EA 4570;UMR 5205;UMR 5208";2008;2014;2.0;0691774D;Université Claude Bernard - Lyon 1;"0690187D;0690192J;0691775E;0692437Z;0694123G";"École centrale de Lyon;Institut national des sciences appliquées de Lyon (INSA);Université Lumière - Lyon 2;Université Jean Moulin - Lyon 3;École normale supérieure de Lyon";;;"0691774D;0690187D;0690192J;0691775E;0692437Z;0694123G";Mathématiques et leurs interactions;"199914397H;200314989J;201119496Y;200511875R;200511878U";Madame;Sylvie;CALABRETTO;04 72 43 80 46;infomaths@univ-lyon1.fr;http://edinfomaths.universite-lyon.fr/;INSA de Lyon - dép. Informatique Campus de la Doua Bâtiment Blaise Pascal, 7 avenue Jean Capelle;69621;69266;Villeurbanne;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne - Rhône-Alpes;VILLEURBANNE CEDEX;45.7821478, 4.8723322;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=512;R82;Rhône-Alpes
529;CS;Cultures et Sociétés;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Créteil>Val-de-Marne>Paris>Créteil;Université Paris-Est;"EA 3119;EA 3350;EA 3958;EA 4120;EA 4384;EA 4392;EA 4395;EA 7313";2010;2015;5.0;0772710C;Université Paris-Est;;;;;0772710C;;"199914429T;200014647A;200515216X;200615364D;200918445P;200918442L;200918522Y;201320599N";Madame;Marie-Emmanuelle;PLAGNOL;01 45 17 66 67;ed-cs@univ-paris-est.fr;http://www.univ-paris-est.fr/fr/-ecole-doctorale-cultures-et-societes-cs-/;Université Paris-Est UPEC Centre La Pyramide ED Cultures et Sociétés bureau 5.17, 80 av du Général de Gaulle;94000;94028;Créteil;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;CRÉTEIL;48.7881389, 2.445902;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=529;R11;Île-de-France
6;;Droit privé;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Île-de-France>Paris>Paris  5e  Arrondissement;Université Panthéon-Assas;"EA 160;EA 161;EA 3047;EA 3381;EA 3382;EA 3384;EA 4013;EA 4402";1992;2014;5.0;0751718K;Université Panthéon-Assas;;;;;0751718K;;"199213027Z;199213028A;199914362V;200114658H;200114659J;200114661L;200515268D;200918479B";Monsieur;Thierry;BONNEAU;01 53 63 53 31;teyssie@u-paris2.fr;http://www.u-paris2.fr/1179328515620/0/fiche___defaultstructureksup/;Université PARIS 2, Ecole doctorale de droit privé 12 Place du Panthéon;75231;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 05;48.8468057, 2.3448603;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=6;R11;Île-de-France
8;;Histoire du droit, philosophie du droit et sociologie du droit;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Île-de-France>Paris>Paris  5e  Arrondissement;Université Panthéon-Assas;"EA 3128;EA 3381;UMR 7184";1992;2014;5.0;0751718K;Université Panthéon-Assas;;;;;0751718K;;"199914437B;200114658H;199814044D";Madame;Sophie;DEMARE-LAFONT;01 44 41 56 00;jpcoriat@wanadoo.fr,nicole.henry@u-paris2.fr;http://www.u-paris2.fr/1179328609041/0/fiche___defaultstructureksup/;Université PARIS 2, ED n°8 12 Place Panthéon;75231;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 05;48.8468057, 2.3448603;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=8;R11;Île-de-France
20;;Civilisations, cultures, littératures et sociétés;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  6e  Arrondissement;Université Paris-Sorbonne;"EA 1496;EA 2561;EA 3556;EA 4080;EA 4083;EA 4085;EA 4086;UMR 8138";1992;2014;5.0;0751720M;Université Paris-Sorbonne;;;;;0751720M;;"199213481T;199814088B;200214831S;200615326M;200615328P;200615330S;200615331T;200212794C";Monsieur;Alexis;TADIE;01 53 10 57 86;alexis.tadie@paris-sorbonne.fr;http://www.paris-sorbonne.fr;Universite Paris IV Sorbonne 28, rue Serpente;75006;75106;Paris  6e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8523338, 2.3413046;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=20;R11;Île-de-France
40;EDSC;Sciences chimiques;Sciences exactes;Chimie;Chimie;Aquitaine>Bordeaux>Gironde>Bordeaux>Talence;"Université de Bordeaux;Intitut polytechnique de Bordeaux";"UMR 5218;UMR 5248;UMR 5255;UMR 5258;UMR 5295;UMR 5629;UMR 5797;UMR 5801;UMR 5805;UMR_S 1026;UPR 8641;UPR 9048";1991;2014;2.0;0333298F;Université de Bordeaux;;;0333232J;Intitut polytechnique de Bordeaux;"0333298F;0333232J";;"200711887V;200711913Y;200711920F;200711923J;201119386D;198612058X;199512079F;199512081H;199512085M;201119376T;196817561G;199017451S";Monsieur;Thierry;TOUPANCE;05 40 00 89 40;direction@edsc.u-bordeaux.fr,secretariat-edsc@u-bordeaux.fr;https://ed-chimie.u-bordeaux.fr/;Université de bordeaux bât A11 Ailes Est, 351 Cours de la Libération;33405;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;TALENCE CEDEX;44.8088489, -0.5914614;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=40;R72;Aquitaine
73;SESAM;Sciences économiques, sociales, de l'aménagement et du management;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Nord-Pas-de-Calais>Lille>Nord>Lille (partie française)>Villeneuve-d'Ascq;"Université Lille 1 - Sciences technologies;Université de Valenciennes et du Hainaut-Cambrésis;Université Lille 2 - Droit et Santé;Université Lille 3 - Charles-de-Gaulle;Université du Littoral Côte d'Opale;Université d'Artois;École nat. sup. d'architecture et de paysage de Lille";"EA 2076;EA 2461;EA 2468;EA 3589;EA 4030;EA 4110;EA 4477;UMR 8019;UMR 8179";1992;2015;2.0;0593559Y;Université Lille 1 - Sciences technologies;"0593279U;0593560Z;0593561A;0595964M;0623957P";"Université de Valenciennes et du Hainaut-Cambrésis;Université Lille 2 - Droit et Santé;Université Lille 3 - Charles-de-Gaulle;Université du Littoral Côte d'Opale;Université d'Artois";0590337W;École nat. sup. d'architecture et de paysage de Lille;"0593559Y;0593279U;0593560Z;0593561A;0595964M;0623957P;0590337W";;"199613702R;199813992X;199813999E;200214864C;200615281N;200615354T;201019090L;200212693T;200612826V";;;;03 20 43 67 52;sec-edsesam@cue-lnf.fr;http://edsesam.univ-lille1.fr/;Ecole doctorale SESAM Cite Scientifique Bât SH1 bureau 17;59655;59009;Villeneuve-d'Ascq;UU59702;Lille (partie française);D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;VILLENEUVE D'ASCQ Cedex;50.6115904, 3.1429907;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=73;R31;Nord-Pas-de-Calais
74;SJPG;Sciences Juridiques, Politiques et de Gestion;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Nord-Pas-de-Calais>Lille>Nord>Lille (partie française)>Lille;"Université Lille 2 - Droit et Santé;Université de Valenciennes et du Hainaut-Cambrésis;Université du Littoral Côte d'Opale;Université d'Artois";"EA 1384;EA 2471;EA 3603;EA 4110;EA 4112;EA 4487;UMR 8025;UMR 8026";1992;2015;5.0;0593560Z;Université Lille 2 - Droit et Santé;"0593279U;0595964M;0623957P";"Université de Valenciennes et du Hainaut-Cambrésis;Université du Littoral Côte d'Opale;Université d'Artois";;;"0593560Z;0593279U;0595964M;0623957P";;"199213432P;199814002H;200214877S;200615354T;200615356V;201019100X;199816775X;200212699Z";;;;03 20 90 75 55;ecodoc@univ-lille2.fr;http://edoctorale74.univ-lille2.fr;Ecole Doctorale 74  Faculté de Droit 1 Place Déliot;59000;59350;Lille;UU59702;Lille (partie française);D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;LILLE CEDEX;50.6203715, 3.0688084;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=74;R31;Nord-Pas-de-Calais
